Date,City,Rainfall_mm,Temperature_C,Humidity_%,Weather_Type
2023-08-25,Lalitpur,51.3,22.1,96,Rain
2023-08-26,Lalitpur,59.1,22.8,94,Rain
2023-08-27,Lalitpur,7.2,22.6,90,Rain
2023-08-28,Lalitpur,3.6,23.4,89,Rain
2023-08-29,Lalitpur,12.4,22.9,90,Rain
2023-08-30,Lalitpur,3.1,22.9,89,Drizzle
2023-08-31,Lalitpur,0.9,23.1,90,Drizzle
2023-09-01,Lalitpur,4.1,22.8,88,Drizzle
2023-09-02,Lalitpur,3.2,23.6,88,Rain
2023-09-03,Lalitpur,2.7,24.0,89,Drizzle
2023-09-04,Lalitpur,0.7,23.9,83,Drizzle
2023-09-05,Lalitpur,0.1,23.2,81,Drizzle
2023-09-06,Lalitpur,0.7,23.6,77,Drizzle
2023-09-07,Lalitpur,5.3,23.9,82,Rain
2023-09-08,Lalitpur,9.4,23.3,89,Rain
2023-09-09,Lalitpur,22.2,22.3,92,Rain
2023-09-10,Lalitpur,9.8,22.8,90,Rain
2023-09-11,Lalitpur,0.5,22.9,88,Drizzle
2023-09-12,Lalitpur,5.5,22.6,89,Rain
2023-09-13,Lalitpur,6.7,23.8,88,Rain
2023-09-14,Lalitpur,1.1,23.6,88,Drizzle
2023-09-15,Lalitpur,1.8,23.4,87,Drizzle
2023-09-16,Lalitpur,1.9,23.4,86,Drizzle
2023-09-17,Lalitpur,4.8,22.8,87,Rain
2023-09-18,Lalitpur,5.8,22.8,84,Rain
2023-09-19,Lalitpur,2.3,22.8,85,Drizzle
2023-09-20,Lalitpur,4.6,22.4,87,Rain
2023-09-21,Lalitpur,21.1,22.6,91,Rain
2023-09-22,Lalitpur,15.1,21.4,92,Rain
2023-09-23,Lalitpur,1.3,21.2,89,Drizzle
2023-09-24,Lalitpur,1.0,21.9,89,Drizzle
2023-09-25,Lalitpur,11.0,21.1,90,Rain
2023-09-26,Lalitpur,6.1,21.3,89,Rain
2023-09-27,Lalitpur,0.9,21.8,87,Drizzle
2023-09-28,Lalitpur,1.1,22.1,88,Drizzle
2023-09-29,Lalitpur,4.2,22.6,85,Rain
2023-09-30,Lalitpur,3.6,22.8,84,Rain
2023-10-01,Lalitpur,0.1,22.6,84,Drizzle
2023-10-02,Lalitpur,11.5,22.4,86,Rain
2023-10-03,Lalitpur,3.2,21.7,85,Rain
2023-10-04,Lalitpur,10.3,21.4,93,Rain
2023-10-05,Lalitpur,0.4,21.6,88,Drizzle
2023-10-06,Lalitpur,2.2,21.6,88,Drizzle
2023-10-07,Lalitpur,1.0,21.2,90,Drizzle
2023-10-08,Lalitpur,2.8,21.0,88,Drizzle
2023-10-09,Lalitpur,1.2,20.6,89,Drizzle
2023-10-10,Lalitpur,2.2,20.3,89,Drizzle
2023-10-11,Lalitpur,1.6,19.6,87,Drizzle
2023-10-12,Lalitpur,1.8,19.2,88,Drizzle
2023-10-13,Lalitpur,0.6,18.7,88,Drizzle
2023-10-14,Lalitpur,1.4,18.6,87,Drizzle
2023-10-15,Lalitpur,0.4,17.6,90,Drizzle
2023-10-16,Lalitpur,8.5,17.6,89,Rain
2023-10-17,Lalitpur,2.2,18.3,80,Drizzle
2023-10-18,Lalitpur,2.4,17.3,80,Rain
2023-10-19,Lalitpur,1.6,16.9,79,Drizzle
2023-10-20,Lalitpur,0.4,17.9,78,Drizzle
2023-10-21,Lalitpur,1.8,17.0,80,Drizzle
2023-10-22,Lalitpur,0.0,17.4,72,Cloudy
2023-10-23,Lalitpur,0.1,17.9,70,Drizzle
2023-10-24,Lalitpur,0.4,18.3,69,Drizzle
2023-10-25,Lalitpur,0.2,18.1,71,Drizzle
2023-10-26,Lalitpur,0.3,17.6,72,Drizzle
2023-10-27,Lalitpur,4.5,16.8,76,Rain
2023-10-28,Lalitpur,0.5,16.6,83,Drizzle
2023-10-29,Lalitpur,0.7,16.9,81,Drizzle
2023-10-30,Lalitpur,0.0,18.9,74,Cloudy
2023-10-31,Lalitpur,0.1,18.5,77,Drizzle
2023-11-01,Lalitpur,0.0,18.0,76,Cloudy
2023-11-02,Lalitpur,0.2,17.6,83,Drizzle
2023-11-03,Lalitpur,0.4,16.6,83,Drizzle
2023-11-04,Lalitpur,0.4,16.0,79,Drizzle
2023-11-05,Lalitpur,0.3,16.0,80,Drizzle
2023-11-06,Lalitpur,1.2,15.6,81,Drizzle
2023-11-07,Lalitpur,0.1,16.4,75,Drizzle
2023-11-08,Lalitpur,0.0,16.4,70,Cloudy
2023-11-09,Lalitpur,0.0,15.7,72,Cloudy
2023-11-10,Lalitpur,0.1,14.8,82,Drizzle
2023-11-11,Lalitpur,0.1,15.1,82,Drizzle
2023-11-12,Lalitpur,0.0,15.8,74,Cloudy
2023-11-13,Lalitpur,0.2,16.4,73,Drizzle
2023-11-14,Lalitpur,0.0,17.0,70,Cloudy
2023-11-15,Lalitpur,0.0,16.6,75,Cloudy
2023-11-16,Lalitpur,0.1,16.6,78,Drizzle
2023-11-17,Lalitpur,0.0,17.3,69,Clear
2023-11-18,Lalitpur,0.0,15.0,81,Cloudy
2023-11-19,Lalitpur,0.0,16.1,83,Cloudy
2023-11-20,Lalitpur,0.0,16.6,80,Cloudy
2023-11-21,Lalitpur,0.0,15.9,82,Cloudy
2023-11-22,Lalitpur,0.0,14.4,85,Cloudy
2023-11-23,Lalitpur,0.3,15.1,84,Drizzle
2023-11-24,Lalitpur,2.1,14.8,82,Rain
2023-11-25,Lalitpur,1.4,13.9,89,Drizzle
2023-11-26,Lalitpur,0.0,15.3,79,Cloudy
2023-11-27,Lalitpur,0.1,16.7,74,Drizzle
2023-11-28,Lalitpur,0.2,15.9,79,Drizzle
2023-11-29,Lalitpur,0.1,15.4,78,Drizzle
2023-11-30,Lalitpur,0.0,14.9,77,Cloudy
2023-12-01,Lalitpur,0.1,15.4,76,Drizzle
2023-12-02,Lalitpur,0.0,15.1,69,Clear
2023-12-03,Lalitpur,0.0,14.5,56,Cloudy
2023-12-04,Lalitpur,0.0,14.6,54,Cloudy
2023-12-05,Lalitpur,0.0,15.5,66,Cloudy
2023-12-06,Lalitpur,0.0,15.8,69,Cloudy
2023-12-07,Lalitpur,0.2,12.3,86,Drizzle
2023-12-08,Lalitpur,0.0,12.3,85,Cloudy
2023-12-09,Lalitpur,0.0,13.4,80,Cloudy
2023-12-10,Lalitpur,0.1,12.1,82,Drizzle
2023-12-11,Lalitpur,0.4,11.9,85,Drizzle
2023-12-12,Lalitpur,1.5,10.9,84,Drizzle
2023-12-13,Lalitpur,1.4,9.6,84,Drizzle
2023-12-14,Lalitpur,0.0,11.1,77,Cloudy
2023-12-15,Lalitpur,0.0,11.1,82,Cloudy
2023-12-16,Lalitpur,0.0,11.8,80,Cloudy
2023-12-17,Lalitpur,0.0,12.3,72,Cloudy
2023-12-18,Lalitpur,0.0,12.0,79,Cloudy
2023-12-19,Lalitpur,0.0,10.6,81,Cloudy
2023-12-20,Lalitpur,0.0,13.5,69,Cloudy
2023-12-21,Lalitpur,0.0,13.9,63,Cloudy
2023-12-22,Lalitpur,0.0,13.7,70,Cloudy
2023-12-23,Lalitpur,0.0,12.9,69,Cloudy
2023-12-24,Lalitpur,0.0,13.1,65,Clear
2023-12-25,Lalitpur,0.0,12.5,70,Cloudy
2023-12-26,Lalitpur,0.0,13.0,70,Cloudy
2023-12-27,Lalitpur,0.0,12.9,76,Cloudy
2023-12-28,Lalitpur,0.7,11.8,83,Drizzle
2023-12-29,Lalitpur,0.0,12.6,73,Cloudy
2023-12-30,Lalitpur,0.2,13.3,72,Drizzle
2023-12-31,Lalitpur,0.0,12.8,74,Cloudy
2023-01-01,Bharatpur,0.0,15.0,70,Cloudy
2023-01-02,Bharatpur,0.0,14.2,71,Cloudy
2023-01-03,Bharatpur,0.0,14.2,74,Cloudy
2023-01-04,Bharatpur,0.0,13.4,76,Clear
2023-01-05,Bharatpur,0.0,12.8,72,Clear
2023-01-06,Bharatpur,0.0,14.2,71,Cloudy
2023-01-07,Bharatpur,0.0,12.9,75,Cloudy
2023-01-08,Bharatpur,0.0,13.2,77,Cloudy
2023-01-09,Bharatpur,0.0,13.2,75,Cloudy
2023-01-10,Bharatpur,0.0,13.4,77,Cloudy
2023-01-11,Bharatpur,0.0,13.2,80,Cloudy
2023-01-12,Bharatpur,0.0,13.6,73,Cloudy
2023-01-13,Bharatpur,0.0,13.8,62,Clear
2023-01-14,Bharatpur,0.0,14.1,69,Clear
2023-01-15,Bharatpur,0.0,13.6,85,Cloudy
2023-01-16,Bharatpur,0.0,14.8,79,Cloudy
2023-01-17,Bharatpur,0.0,12.9,80,Cloudy
2023-01-18,Bharatpur,0.0,13.6,76,Cloudy
2023-01-19,Bharatpur,0.0,12.9,76,Cloudy
2023-01-20,Bharatpur,0.0,13.7,74,Cloudy
2023-01-21,Bharatpur,0.0,14.8,68,Clear
2023-01-22,Bharatpur,0.0,16.4,67,Cloudy
2023-01-23,Bharatpur,0.0,16.8,67,Clear
2023-01-24,Bharatpur,0.0,16.7,69,Cloudy
2023-01-25,Bharatpur,0.0,16.1,70,Cloudy
2023-01-26,Bharatpur,0.0,18.5,68,Cloudy
2023-01-27,Bharatpur,0.0,17.2,77,Cloudy
2023-01-28,Bharatpur,0.0,16.2,88,Cloudy
2023-01-29,Bharatpur,0.0,16.1,78,Cloudy
2023-01-30,Bharatpur,0.0,17.0,65,Cloudy
2023-01-31,Bharatpur,0.0,17.9,65,Cloudy
2023-02-01,Bharatpur,0.0,16.4,83,Cloudy
2023-02-02,Bharatpur,0.0,15.6,82,Cloudy
2023-02-03,Bharatpur,0.0,16.3,77,Cloudy
2023-02-04,Bharatpur,0.0,16.7,78,Cloudy
2023-02-05,Bharatpur,0.0,16.6,77,Cloudy
2023-02-06,Bharatpur,0.0,17.4,74,Cloudy
2023-02-07,Bharatpur,0.0,16.8,73,Cloudy
2023-02-08,Bharatpur,0.0,17.1,68,Cloudy
2023-02-09,Bharatpur,0.0,17.6,69,Cloudy
2023-02-10,Bharatpur,0.0,17.1,75,Cloudy
2023-02-11,Bharatpur,0.0,17.8,73,Cloudy
2023-02-12,Bharatpur,1.3,17.8,65,Drizzle
2023-02-13,Bharatpur,0.0,15.1,59,Clear
2023-02-14,Bharatpur,0.0,15.6,64,Cloudy
2023-02-15,Bharatpur,0.0,17.1,63,Cloudy
2023-02-16,Bharatpur,0.0,18.8,58,Clear
2023-02-17,Bharatpur,0.0,19.9,58,Cloudy
2023-02-18,Bharatpur,0.0,19.9,61,Cloudy
2023-02-19,Bharatpur,0.0,20.4,58,Clear
2023-02-20,Bharatpur,0.0,20.4,61,Cloudy
2023-02-21,Bharatpur,0.0,20.8,68,Cloudy
2023-02-22,Bharatpur,0.0,20.6,68,Cloudy
2023-02-23,Bharatpur,0.0,20.8,66,Cloudy
2023-02-24,Bharatpur,0.0,20.1,65,Cloudy
2023-02-25,Bharatpur,0.0,19.9,66,Cloudy
2023-02-26,Bharatpur,0.0,19.6,68,Cloudy
2023-02-27,Bharatpur,0.0,19.2,68,Cloudy
2023-02-28,Bharatpur,0.0,19.3,68,Cloudy
2023-03-01,Bharatpur,0.0,20.5,68,Cloudy
2023-03-02,Bharatpur,0.0,21.0,66,Cloudy
2023-03-03,Bharatpur,0.0,21.3,71,Cloudy
2023-03-04,Bharatpur,0.0,21.8,70,Cloudy
2023-03-05,Bharatpur,0.0,21.9,70,Cloudy
2023-03-06,Bharatpur,0.0,22.2,65,Cloudy
2023-03-07,Bharatpur,0.0,20.9,55,Cloudy
2023-03-08,Bharatpur,0.4,20.7,62,Drizzle
2023-03-09,Bharatpur,0.0,20.3,64,Cloudy
2023-03-10,Bharatpur,0.0,21.1,56,Clear
2023-03-11,Bharatpur,0.0,21.4,53,Cloudy
2023-03-12,Bharatpur,0.0,21.6,60,Cloudy
2023-03-13,Bharatpur,0.0,22.4,65,Cloudy
2023-03-14,Bharatpur,0.0,21.8,69,Cloudy
2023-03-15,Bharatpur,0.0,20.9,67,Cloudy
2023-03-16,Bharatpur,0.0,21.4,63,Cloudy
2023-03-17,Bharatpur,1.9,21.1,74,Drizzle
2023-03-18,Bharatpur,0.0,20.2,75,Cloudy
2023-03-19,Bharatpur,3.7,20.6,75,Rain
2023-03-20,Bharatpur,3.2,19.2,82,Drizzle
2023-03-21,Bharatpur,1.0,19.9,82,Drizzle
2023-03-22,Bharatpur,0.0,18.9,73,Cloudy
2023-03-23,Bharatpur,0.1,19.6,73,Drizzle
2023-03-24,Bharatpur,0.0,20.8,71,Cloudy
2023-03-25,Bharatpur,0.0,21.1,72,Cloudy
2023-03-26,Bharatpur,0.0,22.1,61,Cloudy
2023-03-27,Bharatpur,0.0,21.6,54,Cloudy
2023-03-28,Bharatpur,0.0,21.6,56,Cloudy
2023-03-29,Bharatpur,0.0,22.1,50,Cloudy
2023-03-30,Bharatpur,0.0,22.9,53,Cloudy
2023-03-31,Bharatpur,7.9,21.8,76,Rain
2023-04-01,Bharatpur,0.0,20.1,78,Cloudy
2023-04-02,Bharatpur,0.0,19.2,76,Cloudy
2023-04-03,Bharatpur,0.0,20.2,74,Cloudy
2023-04-04,Bharatpur,0.1,21.8,73,Drizzle
2023-04-05,Bharatpur,0.0,22.6,61,Cloudy
2023-04-06,Bharatpur,0.0,22.5,57,Clear
2023-04-07,Bharatpur,0.0,23.4,47,Cloudy
2023-04-08,Bharatpur,0.0,24.0,51,Cloudy
2023-04-09,Bharatpur,0.0,25.1,53,Cloudy
2023-04-10,Bharatpur,0.0,23.9,48,Cloudy
2023-04-11,Bharatpur,0.0,24.0,44,Clear
2023-04-12,Bharatpur,0.0,24.8,52,Clear
2023-04-13,Bharatpur,0.0,25.8,53,Clear
2023-04-14,Bharatpur,0.0,26.0,54,Cloudy
2023-04-15,Bharatpur,0.0,27.2,59,Cloudy
2023-04-16,Bharatpur,0.0,27.5,52,Cloudy
2023-04-17,Bharatpur,0.0,26.7,49,Cloudy
2023-04-18,Bharatpur,0.0,27.7,43,Cloudy
2023-04-19,Bharatpur,0.0,27.2,50,Cloudy
2023-04-20,Bharatpur,0.0,26.8,54,Cloudy
2023-04-21,Bharatpur,0.0,25.2,59,Cloudy
2023-04-22,Bharatpur,0.0,24.0,58,Cloudy
2023-04-23,Bharatpur,0.1,23.4,54,Drizzle
2023-04-24,Bharatpur,2.8,22.1,70,Rain
2023-04-25,Bharatpur,0.0,22.8,62,Cloudy
2023-04-26,Bharatpur,0.0,23.6,59,Cloudy
2023-04-27,Bharatpur,0.0,23.9,60,Cloudy
2023-04-28,Bharatpur,0.0,24.6,60,Cloudy
2023-04-29,Bharatpur,0.0,24.6,67,Cloudy
2023-04-30,Bharatpur,15.2,23.1,79,Rain
2023-05-01,Bharatpur,1.5,21.9,83,Drizzle
2023-05-02,Bharatpur,2.7,21.6,83,Rain
2023-05-03,Bharatpur,0.1,23.0,70,Drizzle
2023-05-04,Bharatpur,0.2,23.1,75,Drizzle
2023-05-05,Bharatpur,0.0,23.6,69,Cloudy
2023-05-06,Bharatpur,0.0,24.8,65,Cloudy
2023-05-07,Bharatpur,0.0,26.1,61,Cloudy
2023-05-08,Bharatpur,0.0,26.1,59,Clear
2023-05-09,Bharatpur,0.0,27.1,49,Clear
2023-05-10,Bharatpur,0.0,26.6,50,Cloudy
2023-05-11,Bharatpur,0.0,26.1,44,Clear
2023-05-12,Bharatpur,0.0,26.6,49,Clear
2023-05-13,Bharatpur,0.0,26.5,59,Cloudy
2023-05-14,Bharatpur,0.0,27.8,59,Cloudy
2023-05-15,Bharatpur,0.0,26.2,62,Cloudy
2023-05-16,Bharatpur,5.3,25.5,68,Rain
2023-05-17,Bharatpur,1.7,26.6,73,Rain
2023-05-18,Bharatpur,0.0,26.3,69,Cloudy
2023-05-19,Bharatpur,0.0,26.4,68,Cloudy
2023-05-20,Bharatpur,0.0,26.1,65,Cloudy
2023-05-21,Bharatpur,0.0,26.8,66,Cloudy
2023-05-22,Bharatpur,5.5,27.7,64,Rain
2023-05-23,Bharatpur,5.2,26.2,76,Rain
2023-05-24,Bharatpur,3.5,26.7,73,Rain
2023-05-25,Bharatpur,10.2,25.0,81,Rain
2023-05-26,Bharatpur,0.0,24.7,81,Cloudy
2023-05-27,Bharatpur,2.9,25.0,79,Rain
2023-05-28,Bharatpur,0.0,25.6,75,Cloudy
2023-05-29,Bharatpur,0.0,26.5,65,Cloudy
2023-05-30,Bharatpur,0.0,27.9,63,Cloudy
2023-05-31,Bharatpur,0.0,29.1,54,Cloudy
2023-06-01,Bharatpur,0.0,28.9,50,Clear
2023-06-02,Bharatpur,0.0,28.5,55,Cloudy
2023-06-03,Bharatpur,0.0,29.0,52,Cloudy
2023-06-04,Bharatpur,0.0,28.9,47,Clear
2023-06-05,Bharatpur,0.0,28.6,54,Cloudy
2023-06-06,Bharatpur,0.0,29.5,54,Cloudy
2023-06-07,Bharatpur,0.0,29.4,53,Clear
2023-06-08,Bharatpur,0.0,30.1,49,Cloudy
2023-06-09,Bharatpur,0.0,30.1,53,Cloudy
2023-06-10,Bharatpur,0.0,30.9,58,Cloudy
2023-06-11,Bharatpur,12.7,28.7,73,Rain
2023-06-12,Bharatpur,16.8,28.0,76,Rain
2023-06-13,Bharatpur,15.9,28.1,81,Rain
2023-06-14,Bharatpur,25.4,27.6,78,Rain
2023-06-15,Bharatpur,1.0,29.0,72,Drizzle
2023-06-16,Bharatpur,0.0,29.3,70,Cloudy
2023-06-17,Bharatpur,1.8,29.6,70,Rain
2023-06-18,Bharatpur,6.6,29.1,74,Rain
2023-06-19,Bharatpur,14.2,28.9,73,Rain
2023-06-20,Bharatpur,5.1,29.1,76,Rain
2023-06-21,Bharatpur,29.2,28.9,81,Rain
2023-06-22,Bharatpur,35.0,29.3,81,Rain
2023-06-23,Bharatpur,33.8,28.9,82,Rain
2023-06-24,Bharatpur,6.0,28.6,83,Rain
2023-06-25,Bharatpur,18.0,29.0,80,Rain
2023-06-26,Bharatpur,0.3,29.1,77,Drizzle
2023-06-27,Bharatpur,3.3,29.0,77,Drizzle
2023-06-28,Bharatpur,0.9,28.4,79,Drizzle
2023-06-29,Bharatpur,11.0,28.6,81,Rain
2023-06-30,Bharatpur,104.6,26.1,89,Rain
2023-07-01,Bharatpur,52.7,26.9,89,Rain
2023-07-02,Bharatpur,4.2,28.1,84,Rain
2023-07-03,Bharatpur,14.3,27.9,86,Rain
2023-07-04,Bharatpur,9.2,28.8,82,Rain
2023-07-05,Bharatpur,3.5,27.4,85,Drizzle
2023-07-06,Bharatpur,1.0,28.4,79,Drizzle
2023-07-07,Bharatpur,10.5,28.6,80,Rain
2023-07-08,Bharatpur,4.8,28.5,79,Rain
2023-07-09,Bharatpur,0.7,29.2,77,Drizzle
2023-07-10,Bharatpur,8.3,29.6,83,Rain
2023-07-11,Bharatpur,9.1,28.9,82,Rain
2023-07-12,Bharatpur,20.5,26.9,89,Rain
2023-07-13,Bharatpur,18.5,27.1,85,Rain
2023-07-14,Bharatpur,37.8,27.9,88,Rain
2023-07-15,Bharatpur,13.5,28.0,85,Rain
2023-07-16,Bharatpur,6.4,27.9,82,Rain
2023-07-17,Bharatpur,10.5,28.4,81,Rain
2023-07-18,Bharatpur,8.3,29.0,79,Rain
2023-07-19,Bharatpur,0.1,29.8,75,Drizzle
2023-07-20,Bharatpur,1.3,31.1,76,Drizzle
2023-07-21,Bharatpur,4.2,29.7,79,Rain
2023-07-22,Bharatpur,0.1,29.6,76,Drizzle
2023-07-23,Bharatpur,0.3,29.1,78,Drizzle
2023-07-24,Bharatpur,10.2,29.2,80,Rain
2023-07-25,Bharatpur,20.0,27.7,85,Rain
2023-07-26,Bharatpur,1.7,28.7,79,Drizzle
2023-07-27,Bharatpur,1.8,28.9,78,Drizzle
2023-07-28,Bharatpur,14.9,29.1,80,Rain
2023-07-29,Bharatpur,7.5,27.5,86,Rain
2023-07-30,Bharatpur,11.4,28.4,85,Rain
2023-07-31,Bharatpur,4.7,29.2,84,Rain
2023-08-01,Bharatpur,1.4,30.2,78,Drizzle
2023-08-02,Bharatpur,1.2,30.2,79,Drizzle
2023-08-03,Bharatpur,5.5,29.4,83,Rain
2023-08-04,Bharatpur,1.8,28.7,82,Drizzle
2023-08-05,Bharatpur,3.1,27.8,82,Rain
2023-08-06,Bharatpur,12.7,27.9,85,Rain
2023-08-07,Bharatpur,20.4,26.9,91,Rain
2023-08-08,Bharatpur,17.0,26.1,92,Rain
2023-08-09,Bharatpur,3.5,28.6,88,Drizzle
2023-08-10,Bharatpur,9.5,28.3,83,Rain
2023-08-11,Bharatpur,3.4,27.9,87,Drizzle
2023-08-12,Bharatpur,51.0,27.1,92,Rain
2023-08-13,Bharatpur,15.0,26.6,90,Rain
2023-08-14,Bharatpur,0.0,27.9,82,Cloudy
2023-08-15,Bharatpur,0.2,28.9,81,Drizzle
2023-08-16,Bharatpur,2.3,29.2,78,Rain
2023-08-17,Bharatpur,0.7,28.7,82,Drizzle
2023-08-18,Bharatpur,0.6,29.4,78,Drizzle
2023-08-19,Bharatpur,2.1,29.3,76,Rain
2023-08-20,Bharatpur,1.6,29.5,78,Drizzle
2023-08-21,Bharatpur,7.5,27.9,86,Rain
2023-08-22,Bharatpur,3.9,28.5,83,Drizzle
2023-08-23,Bharatpur,7.2,27.6,86,Rain
2023-08-24,Bharatpur,28.8,27.6,88,Rain
2023-08-25,Bharatpur,20.6,26.9,89,Rain
2023-08-26,Bharatpur,38.0,27.5,85,Rain
2023-08-27,Bharatpur,10.3,27.4,86,Rain
2023-08-28,Bharatpur,3.1,27.6,85,Drizzle
2023-08-29,Bharatpur,0.2,27.5,82,Drizzle
2023-08-30,Bharatpur,0.6,28.2,80,Drizzle
2023-08-31,Bharatpur,0.5,28.8,81,Drizzle
2023-09-01,Bharatpur,0.8,29.0,80,Drizzle
2023-09-02,Bharatpur,8.9,29.2,86,Rain
2023-09-03,Bharatpur,2.1,29.9,83,Rain
2023-09-04,Bharatpur,0.9,29.1,79,Drizzle
2023-09-05,Bharatpur,1.3,28.2,84,Drizzle
2023-09-06,Bharatpur,0.0,29.4,78,Cloudy
2023-09-07,Bharatpur,1.9,29.3,80,Rain
2023-09-08,Bharatpur,4.4,28.6,82,Rain
2023-09-09,Bharatpur,4.3,27.9,86,Rain
2023-09-10,Bharatpur,0.0,27.9,80,Cloudy
2023-09-11,Bharatpur,0.2,28.8,80,Drizzle
2023-09-12,Bharatpur,2.2,28.8,78,Rain
2023-09-13,Bharatpur,0.0,29.1,78,Cloudy
2023-09-14,Bharatpur,4.4,29.5,80,Rain
2023-09-15,Bharatpur,0.5,28.7,80,Drizzle
2023-09-16,Bharatpur,0.8,29.2,75,Drizzle
2023-09-17,Bharatpur,1.7,29.5,79,Drizzle
2023-09-18,Bharatpur,0.0,29.1,81,Cloudy
2023-09-19,Bharatpur,0.6,28.8,78,Drizzle
2023-09-20,Bharatpur,2.0,28.6,78,Rain
2023-09-21,Bharatpur,3.0,27.7,82,Rain
2023-09-22,Bharatpur,14.2,27.8,82,Rain
2023-09-23,Bharatpur,1.1,26.8,82,Drizzle
2023-09-24,Bharatpur,1.0,26.9,82,Drizzle
2023-09-25,Bharatpur,0.1,27.4,77,Drizzle
2023-09-26,Bharatpur,0.2,27.1,78,Drizzle
2023-09-27,Bharatpur,0.0,27.5,79,Cloudy
2023-09-28,Bharatpur,0.0,27.7,79,Cloudy
2023-09-29,Bharatpur,0.0,28.8,79,Cloudy
2023-09-30,Bharatpur,0.0,29.1,77,Cloudy
2023-10-01,Bharatpur,0.0,27.5,77,Cloudy
2023-10-02,Bharatpur,4.6,26.6,87,Rain
2023-10-03,Bharatpur,14.2,26.9,82,Rain
2023-10-04,Bharatpur,12.7,26.5,85,Rain
2023-10-05,Bharatpur,0.4,26.5,82,Drizzle
2023-10-06,Bharatpur,1.1,26.6,83,Drizzle
2023-10-07,Bharatpur,0.1,26.1,82,Drizzle
2023-10-08,Bharatpur,0.0,26.2,81,Cloudy
2023-10-09,Bharatpur,1.5,26.5,82,Drizzle
2023-10-10,Bharatpur,0.0,26.4,80,Cloudy
2023-10-11,Bharatpur,3.2,25.6,83,Rain
2023-10-12,Bharatpur,0.0,25.5,82,Cloudy
2023-10-13,Bharatpur,0.0,25.0,79,Cloudy
2023-10-14,Bharatpur,0.0,24.9,74,Cloudy
2023-10-15,Bharatpur,0.0,24.0,80,Cloudy
2023-10-16,Bharatpur,7.5,23.8,81,Rain
2023-10-17,Bharatpur,0.0,22.9,80,Cloudy
2023-10-18,Bharatpur,0.0,23.3,75,Cloudy
2023-10-19,Bharatpur,0.0,23.0,78,Cloudy
2023-10-20,Bharatpur,0.0,23.1,69,Cloudy
2023-10-21,Bharatpur,0.0,22.4,62,Clear
2023-10-22,Bharatpur,0.0,22.9,69,Clear
2023-10-23,Bharatpur,0.0,22.6,69,Clear
2023-10-24,Bharatpur,0.0,23.3,70,Clear
2023-10-25,Bharatpur,0.0,23.1,74,Clear
2023-10-26,Bharatpur,0.0,23.1,71,Clear
2023-10-27,Bharatpur,0.0,23.1,71,Clear
2023-10-28,Bharatpur,0.0,22.6,71,Cloudy
2023-10-29,Bharatpur,0.0,22.6,72,Cloudy
2023-10-30,Bharatpur,0.0,22.8,70,Cloudy
2023-10-31,Bharatpur,0.0,23.9,65,Cloudy
2023-11-01,Bharatpur,0.0,23.6,69,Cloudy
2023-11-02,Bharatpur,0.0,22.6,71,Clear
2023-11-03,Bharatpur,0.0,22.6,74,Cloudy
2023-11-04,Bharatpur,0.0,22.0,77,Cloudy
2023-11-05,Bharatpur,0.0,21.6,70,Cloudy
2023-11-06,Bharatpur,0.0,21.2,67,Clear
2023-11-07,Bharatpur,0.0,21.3,67,Clear
2023-11-08,Bharatpur,0.0,20.9,70,Cloudy
2023-11-09,Bharatpur,0.0,20.4,69,Clear
2023-11-10,Bharatpur,0.0,20.9,73,Cloudy
2023-11-11,Bharatpur,0.0,20.9,76,Cloudy
2023-11-12,Bharatpur,0.0,20.4,75,Cloudy
2023-11-13,Bharatpur,0.0,20.2,70,Cloudy
2023-11-14,Bharatpur,0.0,20.7,66,Cloudy
2023-11-15,Bharatpur,0.0,21.0,69,Cloudy
2023-11-16,Bharatpur,0.0,21.4,69,Clear
2023-11-17,Bharatpur,0.0,22.1,68,Clear
2023-11-18,Bharatpur,0.0,21.2,72,Cloudy
2023-11-19,Bharatpur,0.0,21.4,69,Cloudy
2023-11-20,Bharatpur,0.0,20.2,70,Clear
2023-11-21,Bharatpur,0.0,19.9,73,Clear
2023-11-22,Bharatpur,0.0,19.6,72,Cloudy
2023-11-23,Bharatpur,0.0,19.2,71,Cloudy
2023-11-24,Bharatpur,0.0,20.1,75,Cloudy
2023-11-25,Bharatpur,0.0,20.4,77,Cloudy
2023-11-26,Bharatpur,0.0,20.9,73,Cloudy
2023-11-27,Bharatpur,0.0,20.1,74,Cloudy
2023-11-28,Bharatpur,0.0,20.9,67,Cloudy
2023-11-29,Bharatpur,0.0,20.1,68,Cloudy
2023-11-30,Bharatpur,0.0,19.1,76,Cloudy
2023-12-01,Bharatpur,0.0,19.2,72,Cloudy
2023-12-02,Bharatpur,0.0,19.4,70,Cloudy
2023-12-03,Bharatpur,0.0,19.4,65,Cloudy
2023-12-04,Bharatpur,0.0,17.7,63,Cloudy
2023-12-05,Bharatpur,0.0,19.6,70,Cloudy
2023-12-06,Bharatpur,0.0,18.8,71,Cloudy
2023-12-07,Bharatpur,0.0,17.9,76,Cloudy
2023-12-08,Bharatpur,0.0,17.9,73,Clear
2023-12-09,Bharatpur,0.0,17.1,78,Clear
2023-12-10,Bharatpur,0.0,16.4,76,Cloudy
2023-12-11,Bharatpur,0.0,16.4,76,Cloudy
2023-12-12,Bharatpur,0.0,16.1,76,Clear
